Date,mean_pred
2020-06-30,8.35875
2020-07-01,7.604583333333333
2020-07-02,7.28125
2020-07-03,6.9325
2020-07-04,5.887083333333333
2020-07-05,6.610833333333333
2020-07-06,6.166666666666667
2020-07-07,5.23875
2020-07-08,4.354166666666667
2020-07-09,4.180416666666667
2020-07-10,2.3979166666666667
2020-07-11,2.29
2020-07-12,4.008333333333334
2020-07-13,4.82
2020-07-14,3.8833333333333333
2020-07-15,3.80625
2020-07-16,3.8775
2020-07-17,3.8466666666666667
2020-07-18,3.77125
2020-07-19,3.7816666666666667
2020-07-20,3.555
2020-07-21,3.4283333333333332
2020-07-22,3.3720833333333333
2020-07-23,3.135
2020-07-24,3.1866666666666665
2020-07-25,3.120416666666667
2020-07-26,3.0716666666666668
2020-07-27,2.9158333333333335
2020-07-28,2.9358333333333335
2020-07-29,2.7675
2020-07-30,2.8125
2020-07-31,2.6758333333333333
2020-08-01,2.6458333333333335
2020-08-02,2.4370833333333333
2020-08-03,2.2670833333333333
2020-08-05,2.1670833333333333
2020-08-06,2.0370833333333334
2020-08-07,2.0345833333333334
2020-08-08,1.9804166666666667
2020-08-09,1.9241666666666666
2020-08-10,1.8583333333333334
2020-08-12,1.5845833333333332
2020-08-13,1.8541666666666667
2020-08-14,1.5541666666666667
2020-08-16,1.8129166666666667
2020-08-17,1.77875
2020-08-18,1.8275
2020-08-22,1.7679166666666666
2020-08-23,1.6970833333333333
2020-08-24,1.7066666666666668
2020-08-25,1.6654166666666668
2020-08-26,1.6175
2020-08-27,1.6183333333333334
2020-08-29,1.5858333333333334
2020-08-30,1.6108333333333333
2020-08-31,1.59375
2020-09-01,1.6570833333333332
2020-09-03,1.5520833333333333
2020-09-06,1.5733333333333333
2020-09-09,1.6045833333333333
2020-09-10,1.5708333333333333
2020-09-12,1.5783333333333334
2020-09-14,1.615
2020-09-16,1.5779166666666666
2020-09-18,1.5616666666666668
2020-09-19,1.5816666666666668
2020-09-20,1.5958333333333334
2020-09-22,1.60625
2020-09-23,1.6475
2020-09-24,1.6504166666666666
2020-09-25,1.6645833333333333
2020-09-26,1.7054166666666666
2020-10-01,1.72875
2020-10-02,1.78125
2020-10-03,1.7591666666666668
2020-10-08,1.6833333333333333
2020-10-11,1.7766666666666666
2020-10-12,1.7575
2020-10-17,1.7133333333333334
2020-10-18,1.7433333333333334
2020-10-21,1.7408333333333332
2020-10-22,1.6854166666666666
2020-10-25,1.7145833333333333
2020-10-27,1.8433333333333333
2020-10-28,1.8391666666666666
2020-10-29,1.85875
2020-10-30,1.9779166666666668
2020-11-03,2.1558333333333333
2020-11-04,2.2683333333333335
2020-11-06,2.316666666666667
2020-11-07,2.3445833333333335
2020-11-08,2.3870833333333334
2020-11-10,2.339166666666667
2020-11-11,2.3675
2020-11-12,2.3066666666666666
2020-11-14,2.285416666666667
2020-11-15,2.2591666666666668
2020-11-16,2.245416666666667
2020-11-19,2.368333333333333
2020-11-20,2.3266666666666667
2020-11-21,2.526666666666667
2020-11-22,2.5308333333333333
2020-11-23,2.627083333333333
2020-11-24,2.6570833333333335
2020-11-25,2.6529166666666666
2020-11-26,2.6825
2020-11-27,2.74875
2020-11-30,2.736666666666667
2020-12-01,2.7375
2020-12-02,2.747916666666667
2020-12-03,2.6129166666666666
2020-12-04,2.580416666666667
2020-12-06,2.6029166666666668
2020-12-08,2.4054166666666665
2020-12-09,2.401666666666667
2020-12-10,2.2495833333333333
2020-12-11,2.195
2020-12-12,2.0925
2020-12-15,2.035416666666667
2020-12-16,1.945
2020-12-17,1.9070833333333332
2020-12-18,1.8858333333333333
2020-12-20,1.9275
2020-12-21,1.91
2020-12-23,1.9920833333333334
2020-12-24,1.9720833333333334
2020-12-26,3.4604166666666667
2020-12-29,2.02375
2020-12-30,2.1079166666666667
2020-12-31,2.06625
2021-01-01,1.98
2021-01-03,2.0383333333333336
2021-01-05,2.069166666666667
2021-01-06,2.08
2021-01-07,2.18875
2021-01-08,2.3620833333333335
2021-01-09,2.4691666666666667
2021-01-10,2.685416666666667
2021-01-11,2.9425
2021-01-12,3.1179166666666664
2021-01-13,3.29875
2021-01-14,3.49375
2021-01-15,3.4291666666666667
2021-01-16,3.558333333333333
2021-01-17,3.6975
2021-01-18,4.001666666666667
2021-01-19,4.2820833333333335
2021-01-20,4.751666666666667
2021-01-21,5.239166666666667
2021-01-22,5.762083333333333
2021-01-23,6.08125
2021-01-24,6.785
2021-01-25,7.2629166666666665
2021-01-26,8.335
2021-01-27,8.285416666666666
2021-01-28,8.516666666666667
2021-01-29,8.218333333333334
